,model_ID,trim
2650,225156,1.3 Ltz 5as 75cv
2651,225156,1.8 Activ7 Ltz 5as At 105cv
2652,225156,1.3 Ltz 7as 75cv
2653,225156,1.8 Ltz 5as 105cv l19
2654,225156,1.8 Activ Ltz 5as At 105cv
2655,225156,1.8 Lt 5as 105cv l19
2656,225156,1.8 Activ Ltz 5as 105cv l19
2657,225156,1.8 Ltz 7as 105cv l19
2658,225156,1.8 Ltz 7as At 105cv l19
2659,65895,1.6 Feline
2660,65895,1.6 Allure
2661,65895,1.6 Thp Sport
2662,65895,1.6 Allure Tip
2663,65895,1.6 Feline Tip
2664,65895,1.6 Thp Sport Tip
2665,65895,1.6 Active
2666,65895,1.6 Crossway
2667,65895,1.6 Allure am20
2668,65895,1.6 Feline Tip am20
2669,65895,1.6 Thp In Concert
2670,65895,1.6 Feline am20
2671,65895,1.6 In Concert Tiptronic
2672,65895,1.6 Thp Sport am20
2673,65895,1.6 Active am20
2674,65895,1.6 In Concert
2675,36046,1.6 Xs 110cv Mp3
2676,36046,2.0 Xs Premium 143cv Mp3 Lim Vel
2677,36046,1.6 Xs
2678,36046,2.0 Xs Hdi
2679,36046,2.0 Hdi Xs Premium 110cv Mp3
2680,36046,1.6 Xs 110cv
2681,36046,2.0 Xt Premium
2682,36046,2.0 Hdi Xs Premium 110cv
2683,36046,1.6 Sedan Xs 110cv
2684,36046,1.6 Xt Premium 110cv
2685,36046,1.6 Sedan Xs 110cv Mp3
2686,36046,2.0 Hdi Xs 90cv
2687,36046,2.0 Hdi Xs 110cv
2688,36046,1.6 Xr
2689,36046,2.0 Sedan Xs Premium 143cv
2690,36046,2.0 Xs Hdi Premium
2691,36046,2.0 Xsi
2692,36046,2.0 Xs Premium Tiptronic 143cv
2693,36046,2.0 Xs Premium Cuero
2694,36046,2.0 Hdi Xt Premium 110cv
2695,36046,2.0 Hdi Xs 90cv Mp3
2696,36046,1.6 Xt 110cv
2697,36046,2.0 Xs Hdi Premium Cu
2698,36046,1.6 Sedan Xr 110cv
2699,36046,2.0 Xt Hdi Premium
2700,36046,1.6 Sedan Xt 110cv
2701,36046,2.0 Cc Tiptronic
2702,36046,2.0 Sw Premium Hdi
2703,36046,2.0 Xs Premium
2704,36046,1.6 Sw Hdi Premium 110cv
2705,36046,2.0 Cc 180 Cv
2706,36046,1.6 Live! 110cv
2707,36046,2.0 Xs Premium 143cv
2708,36046,2.0 Xs Premium Tiptronic Mp3 Lim Vel
2709,36046,1.6 Sw Premium Hdi
2710,36046,2.0 Xt Premium 143cv
2711,36046,2.0 Sw Premium
2712,36046,2.0 Sedan Xt Premium 143cv
2713,36046,1.6 Xr 110cv
2714,36046,2.0 Sedan Xs Premium Mp3 Lim Vel
2715,36046,2.0 Sw Premium Tiptronic
2716,36046,2.0 Coupe 180cv
2717,36046,2.0 Sedan Hdi Xs 90cv Mp3
2718,36046,1.6 Sw Premium Hdi Cu
2719,36046,2.0 Sedan Hdi Xt 110cv
2720,36046,2.0 Xs Premium Tip.
2721,36046,1.6 Rwc
2722,36046,2.0 Sedan Hdi Xs Premium 110cv
2723,36046,1.6 Xr 110cv Mp3
2724,36046,2.0 Sw Premium Tiptronic 143cv
2725,36046,2.0 Xt Premium Tip.
2726,36046,2.0 Xs Premium Tiptronic
2727,36046,2.0 Hdi Xs Premium 90cv
2728,36046,2.0 Sedan Hdi Xs Premium 110cv Mp3
2729,36046,2.0 Coupe Tiptr 143cv
2730,36046,2.0 Test Match Hdi
2731,36046,2.0 Sw Premium 143cv
2732,36046,1.6 Test Match
2733,36046,2.0 Sedan Hdi Xs 90cv
2734,36046,2.0 Sedan Hdi Xr 90cv
2735,36046,2.0 Sedan Hdi Xt Premium 110cv
2736,36046,2.0 Sedan Hdi Xs 110cv
2737,36046,1.6 Sw Premium Hdi Cus/ll
2738,36046,2.0 Xt Premium Tiptronic
2739,36046,2.0 Xs Premium Tip.cu
2740,36046,1.6 Xs Dynamique
2741,36046,2.0 La Dolfina 143cv
2742,36046,2.0 Cc
2743,36046,2.0 Sedan Hdi Xs Premium 90cv
2744,36046,2.0 Hdi Xt Premium 90cv
2745,36046,2.0 Sedan Xs Premium Tip 143cv
2746,36046,2.0 Hdi La Dolfina 110cv
2747,36046,2.0 Xs Hdi Dynamique
2748,36046,2.0 Xs Premium Tiptronic Cu
2749,36046,2.0 Hdi Live! 110cv
2750,36046,2.0 Sw Roland Garros
2751,36046,2.0 Xt Hdi Premium 110hp
2752,36046,2.0 Xs Hdi Premium 110hp
2753,36046,2.0 Sedan Hdi Xt Premium 90cv
2754,36046,2.0 Rwc Hdi
2755,561187,2.1 515 Combi 4325 150cv 19+1
2756,561187,2.1 415 Combi 3665 150cv 9+1 Tn
2757,561187,2.1 415 Combi 3665 150cv 15+1 Te
2758,561187,2.1 413 Minibus 19+1 (gb1k6)
2759,561187,2.1 411 Street 116cv 3250 V2 Tn Aa
2760,561187,2.1 411 Street 116cv 3250 V1 Tn Aa
2761,561187,2.1 515 Chasis 4325 150cv Aa
2762,561187,2.1 411 Street 116cv 3250 V1 Tn
2763,561187,2.1 411 Street 116cv 3250 V2 Tn
2764,561187,2.1 415 Furgon 3665 Te Mixto 4+1
2765,561187,2.1 515 Chasis 4325 150 Cv
2766,561187,2.1 415 Furgon 3665 150cv Te V1
2767,561187,2.1 415 Chasis 3665 150 Cv
2768,561187,2.1 415 Furgon 3665 Te Mixto 4+1 Aa
2769,561187,2.1 515 Furgon 4325 150cv Te V2
2770,561187,2.1 415 Furgon 3250 150cv Tn V2
2771,561187,2.1 415 Furgon 3250 150cv Tn V1
2772,561187,516 Cdi Furgón 4325 Xl Te V2 Con Cámara
2773,561187,2.5 310 Furgon 3000 V1
2774,561187,2.5 310 Chasis 3550
2775,561187,2.1 313 3550 Mixto 4+1 S-airbag
2776,561187,2.1 415 Furgon 3665 Tn Mixto 4+1
2777,561187,311 Cdi Street Furgón 3250 Tn V2
2778,561187,2.1 415 3665 Te Mixto 4+1 Black
2779,561187,311 Cdi Street Furgón 3250 Tn V1
2780,561187,2.1 415 Furgon 3250 Tn Mixto 4+1 Aa
2781,561187,2.1 415 Furgon 3665 150cv Te V2
2782,561187,2.1 413 Furgon 4025 Te V2 (gb2a6)
2783,561187,2.1 415 Furgon 3665 150cv Tn V1
2784,561187,2.1 413 Minibus 19+1 Sin Airbag
2785,561187,2.1 515 Furgon 4325 Te V2 Aa
2786,561187,2.1 415 Furgon 3250 Tn Mixto 4+1
2787,561187,2.1 415 Furgon 4325 150cv Te V2
2788,561187,2.1 313 Furgon 3000 Mixto 4+1
2789,561187,2.1 415 Furgon 3665 150cv Tn V2
2790,561187,2.1 413 Chasis Cab 4025 (h3dx6)
2791,561187,2.5 311 Furgon 3000 V1
2792,561187,2.5 313 Chasis 3550
2793,561187,2.1 415 Furgon 3665 Tn Mixto 4+1 Aa
2794,561187,2.1 415 Chasis 3665 150cv Aa
2795,561187,2.1 313 Furgon 3550 Te V2 S-airgab
2796,561187,2.1 515 Furgon 4325 Te Xl V2 Aa
2797,561187,2.1 413 Chasis Cab 4025 S-airgab
2798,561187,2.5 313 Furgon 3550 V1 Te
2799,561187,416 Cdi Furgón 3665 Mixto 4+1
2800,561187,2.5 312 Combi 3550 12+1
2801,561187,2.5 312 Furgon 3000 V1
2802,561187,2.1 415 Furgon 3665 Te Mixto 4+1 Aniv
2803,561187,2.1 313 Furgon 3000 V1 Sin Airbag
2804,561187,2.5 313 Combi 3550 15+1
2805,561187,2.1 313 Combi 3550 15+1 Te S-airbag
2806,561187,2.5 310 Furgon 3550 V1
2807,561187,2.1 313 Furgon 3000 V1 (g1ba6)
2808,561187,2.1 313 Chasis Cab 3550 (h2sa6)
2809,561187,2.5 313 Furgon 3550 V1
2810,561187,2.1 313 Furgon 3550 Te V2 (g32a6)
2811,561187,2.1 313 3000 Mixto 4+1 S-airbag
2812,561187,2.1 313 Combi 3550 15+1
2813,561187,2.1 313 Furgon 3550 Te M 4+1 S-airgab
2814,561187,2.1 313 Chasis Cab 3550 S-airgab
2815,561187,516 Cdi Furgón 4325 Te V2
2816,561187,2.1 313 Combi 3550 15+1 S-airgab
2817,561187,316 Cdi Furgón 3665 Te V2
2818,561187,2.5 311 Furgon 3000 Mixto 4+1
2819,561187,2.1 313 Furgon 3000 V2 Sin Airbag
2820,561187,2.5 313 Combi 3550 15+1 Te F.
2821,561187,2.1 515 Furgon 4325 Te Xl V2
2822,561187,2.1 313 Furgon 3000 Te V1 (g1ea6)
2823,561187,2.5 310 Combi 3550 12+1
2824,561187,2.5 310 Combi 3550 14+1
2825,561187,516 Cdi Chasis 4325
2826,561187,2.1 313 Furgon 3000 V2 (g1da6)
2827,561187,2.1 413 Furgon 4025 Te V2 S-airgab
2828,561187,2.5 313 Furgon 3550 V2 Te
2829,561187,2.1 313 Furgon 3550 V2 (g22a6)
2830,561187,2.1 308 Furgon 3000 V1 (g11f6)
2831,561187,2.1 415 Furgon 3665 Te V2 Aa
2832,561187,416 Cdi Furgón 3665 Te V2
2833,561187,2.1 415 Furgon 3665 Te V1 Aa
2834,561187,2.5 413 Minibus 4025 19+1
2835,561187,2.1 313 Furgon 3550 V2 S-airgab
2836,561187,2.1 313 Combi 3550 9+1 Ejecutiva
2837,561187,2.5 311 Furgon 3000 V2
2838,561187,2.1 313 Furgon 3550 Mixto 4+1
2839,561187,2.5 311 Furgon 3550 V1
2840,561187,2.1 313 Furgon 3550 Te M 4+1
2841,561187,2.5 312 Furgon 3550 V1
2842,561187,2.5 310 Furgon 3000 V2
2843,561187,2.1 415 3665 Tn Mixto 4+1 Silver
2844,561187,2.1 313 Furgon 3550 V1 S-airgab
2845,561187,2.1 313 Combi 3550 11+1 Lujo
2846,561187,2.1 415 Furgon 3250 Tn V1 Aa
2847,561187,2.1 313 Furgon 3550 Te V1 (g31a6)
2848,561187,2.1 308 Furgon 3000 V1 Sin Airbag
2849,561187,2.1 313 Furgon 3550 Te V1 S-airgab
2850,561187,2.5 413 Furgon 4025 V2
2851,561187,2.5 313 Combi 3000 11+1
2852,561187,2.5 311 Furgon 3550 V2
2853,561187,2.1 415 3665 Te Mixto 4+1 Silver
2854,561187,2.5 308 Furgon 3000 V1
2855,561187,2.1 313 Combi 3550 15+1 Te
2856,561187,2.5 311 Pick Up 3550
2857,561187,2.1 313 Furgon 3550 V1 (g21a6)
2858,561187,2.5 413 Chasis 4025
2859,561187,416 Cdi Combi 3665 15+1 Te Con Cámara
2860,561187,2.5 312 Combi 3550 15+1 Te
2861,561187,2.1 313 Combi 3550 12+1
2862,561187,2.5 310 Pick-up 3550
2863,561187,2.1 415 Furgon 3665 Te V2 Aa Aniv
2864,561187,2.1 415 Furgon 4325 Te V2 Aa
2865,561187,416 Cdi Chasis 3665
2866,561187,2.5 312 Chasis 3550
2867,561187,2.5 313 Combi 3550 11+1 Lujo
2868,561187,2.5 310 Furgon 3550 V2 Te
2869,561187,2.5 412 Chasis 4025
2870,561187,416 Cdi Furgón 3665 Te V1
2871,561187,2.1 313 Furgon 3000 Te V1 S-airgab
2872,561187,2.5 312 Furgon 3550 V1 Te
2873,561187,2.5 310 Combi 3000 9+1
2874,561187,2.5 310 Combi 3550 14+1 Te F
2875,561187,2.5 312 Combi 3550 15+1
2876,561187,2.1 313 Furgon 4025 Te V1 (g41a6)
2877,561187,2.1 313 Combi 3550 12+1 S-airgab
2878,561187,2.5 310 Combi 3550 14+1 Te
2879,561187,2.1 313 Combi 3000 11+1
2880,561187,2.5 312 Furgon 3000 V2
2881,561187,2.5 312 Combi 3550 15+1 Te F
2882,561187,2.5 313 Furgon 3550 V2
2883,561187,2.1 313 Furgon 4025 Te V2 S-airgab
2884,561187,2.5 312 Furgon 3550 V2
2885,561187,2.5 312 Furgon 3550 V2 Te
2886,561187,2.1 313 Combi 3000 11+1 S-airgab
2887,561187,2.5 312 Combi 3000 11+1
2888,561187,316 Cdi Furgón 3665 Te V1
2889,561187,316 Cdi Chasis 3665
2890,561187,2.5 310 Furgon 3550 V1 Te
2891,561187,2.1 415 Furgon 3665 Te Mixto 4+1 Fest
2892,561187,416 Cdi Furgón 4325 Te V2
2893,561187,2.5 310 Furgon 3550 V2
2894,561187,2.1 313 Furgon 4025 Te V2 (g42a6)
2895,561187,516 Cdi Minibus 4325 19+1 Con Cámara
2896,561187,2.5 313 Combi 3550 12+1
2897,561187,2.5 312 Pick-up 3550
2898,561187,2.1 313 Furgon 4025 Te V1 S-airgab
2899,561187,2.5 413 Furgon 4025 Vidr.
2900,561187,2.1 415 Furgon 3665 Te V2 Aa Black
2901,561187,2.5 313 Furgon 3550 Mix 4+1
2902,561187,416 Cdi Combi 3665 9+1 Te Con Cámara
2903,561187,2.1 415 Furgon 3665 Tn V1 Aa
2904,561187,2.1 415 Furgon 3250 Tn V2 Aa
2905,561187,2.5 310 Combi 3550 9+1 Lujo
2906,561187,2.5 313 Furgon 3550 Mix 4+1 T
2907,561187,2.1 313 Combi 3550 11+1 Lujo S-airgab
2908,561187,2.5 313 Furgon 3000 V1
2909,561187,2.1 415 Furgon 3665 Tn V2 Aa
2910,561187,2.5 412 Windlauf 4025
2911,561187,2.5 313 Combi 3550 15+1 Te
2912,561187,2.5 314 F. Gnc 3550 V1 Te
2913,561187,2.5 312 Combi 3550 11+1 Lujo
2914,561187,2.5 314 F. Gnc 3550 V1
2915,561187,2.5 413 Windlauf 4025
2916,66459,2.0 Fsi Quattro 252cv
2917,66459,2.0 Fsi 190cv
2918,66459,2.0 Ambition Tfsi 225cv Multitronic
2919,66459,1.8 Ambition Tfsi 170cv
2920,66459,1.8 T
2921,66459,1.8 Ambition Tfsi 170cv Multitronic
2922,66459,2.0 Attraction Tfsi 225cv Multitronic
2923,66459,2.0 T Fsi 211cv Multitronic
2924,66459,2.0 40 Tfsi Front
2925,66459,2.0 Ambition Tfsi Stronic Quattro
2926,66459,1.8 Attraction Tfsi 170cv
2927,66459,1.8 Tfsi Sport Cuero Multitronic
2928,66459,2.0 T Fsi Quattro 211cv Stronic
2929,66459,2.0 I Manual
2930,66459,1.8 T Fsi Manual
2931,66459,2.0 Attraction Tfsi Stronic Quattro
2932,66459,2.0 Ambition Tfsi 225cv
2933,66459,1.8 Tfsi Sport Cuero
2934,66459,2.0 Ambition Tfsi 211cv
2935,66459,2.0 I Multitronic
2936,66459,1.8 T Sport
2937,66459,2.0 Ambition Tfsi 211cv Multitronic
2938,66459,1.9 I
2939,66459,1.8 T Multitronic
2940,66459,2.0 I
2941,66459,2.0 T Fsi 211cv Manual
2942,66459,2.0 Ambition T Fsi Stronic Quattro
2943,66459,2.0 Ambition T Fsi 211cv Manual
2944,66459,2.0 Ambition T Fsi 211cv Multitronic
2945,66459,1.8 T Fsi Multitronic
2946,66459,3.0 Quattro Tfsi 272cv Stronic
2947,66459,2.8 V6
2948,66459,3.2 V6 Fsi Quattro Tiptronic
2949,66459,1.8 Tfsi Sport Cuero Multitro.
2950,66459,1.8 Attraction Tfsi 170cv Multitronic
2951,66459,1.8 T Multitronic Sport
2952,66459,1.8 At
2953,66459,2.0 Attraction Tfsi 211cv Multitronic
2954,66459,3.0 I Tiptronic Quattro
2955,66459,2.0 Ambition I 143cv Multitronic
2956,66459,2.0 I Sport Cuero Multitronic
2957,66459,1.9 I Luxury
2958,66459,1.9 I Multitronic
2959,66459,2.4 V6 Tiptronic
2960,66459,2.0 Fsi Quattro
2961,66459,2.0 I Sport Cuero
2962,66459,2.8 V6 Quattro
2963,66459,2.5 I Multitronic
2964,66459,3.2 V6 Fsi Quattro Manual
2965,66459,2.0 I Sport Multitronic
2966,66459,1.8 Ambition T Fsi 160cv Manual
2967,66459,3.2 Fsi Tiptronic Quattro
2968,66459,1.8 Attraction T Fsi 160cv Manual
2969,66459,2.0 Attraction I 143cv Multitronic
2970,66459,2.0 Attraction T Fsi Multitronic
2971,66459,2.0 T Fsi Quattro 211cv Manual
2972,66459,3.0 I Quattro
2973,66459,2.0 Attraction T Fsi Stronic Quattro
2974,66459,2.0 T Sport Cu Plus Mul Amb
2975,66459,3.0 V6 Quattro
2976,66459,1.8 T Luxury
2977,66459,2.0 I Sport
2978,66459,2.0 Attraction Tfsi 225cv
2979,66459,3.0 V6 Tiptronic Luxury Quattro
2980,66459,1.8 Ambition T Fsi 160cv Multitronic
2981,66459,1.9 I At
2982,66459,1.9 I Sport
2983,66459,3.0 V6 Tiptronic
2984,66459,2.0 T Tiptro
2985,66459,2.0 Attraction T Fsi 211cv Manual
2986,66459,3.2 Fsi Quattro
2987,66459,1.8 T Quattro
2988,66459,2.0 T Quattro
2989,66459,2.0 Ambition I 150cv Multitronic
2990,66459,2.0 T Sport Cu Pl Mulamb
2991,66459,2.8 V6 Tiptronic
2992,66459,2.0 Attraction Tfsi 211cv
2993,66459,1.8 T Multitronic Luxury
2994,66459,3.0 I 240cv Stronic Quattro
2995,66459,2.0 Attraction I 150cv Multitronic
2996,66459,3.0 V6 Multitronic
2997,66459,2.0 Ambition T Fsi Manual Quattro
2998,66459,2.8 V6 Tiptronic Quattro
2999,66459,3.0 V6 Luxury
3000,66459,3.0 Quattro I 245cv Stronic
3001,66459,1.8 T Tiptronic
3002,66459,1.8 Attraction T Fsi Multitronic
3003,66459,3.0 V6 Multitronic Luxury
3004,66459,2.5 I Quattro
3005,66459,3.0 I Stronic Quattro 240cv
3006,66459,3.0 V6 Tiptronic Quattro
3007,66459,2.0 Attraction T Fsi Manual Quattro
3008,66459,1.9 I Sport Multitronic
3009,66459,4.2 Fsi Tiptronic Quattro
3010,66459,2.5 I
3011,66459,2.0 Fsi Tiptro.
3012,66459,1.8 Quattro
3013,66459,2.0 Fsi Tiptro. S Line
3014,66459,2.0 40 Tfsi Quattro 252cv
3015,66459,3.0 V6 Cabriolet
3016,66459,2.0 T Tip. S Line
3017,66459,2.0 I S Line
3018,66459,2.5 I Multitronic Luxury
3019,66459,1.8 T Fsi Manual Gps
3020,66459,1.9 I Tiptronic
3021,66459,2.5 I Luxury
3022,66459,3.0 I Manual Quattro
3023,66459,2.8 V6 Tip.
3024,16696,2.4 Longitude Plus
3025,16696,2.4 Sport
3026,16696,2.4 Longitude
3027,16696,2.4 Limited Plus
3028,16696,2.4 Limited 170cv Atx
3029,16696,2.4 Sport Manual
3030,16696,2.0 Td At9 4x4 Limited Plus
3031,16696,2.4 Limited
3032,16696,1.3 T270 Sport
3033,16696,2.4 Sport Automática
3034,16696,1.3 T270 Longitude
3035,16696,2.4 Sport 170cv Atx
3036,16696,2.4 Sport Cvt
3037,16696,2.4 Opening Edition
3038,16696,2.4 Sport Mtx
3039,16696,2.4 Limited Cvt
3040,16696,2.0 Td At9 4x4 Trailhawk
3041,16696,2.4 Limited Mtx
3042,16696,2.4 Sport At
3043,16696,2.4 Limited At
3044,16696,2.4 Sport Automática 1635 mm
3045,16696,1.3 T270 Longitude Plus At6
3046,16696,1.3 T270 Limited
3047,16696,2.4 Sport Automática 1630 mm
3048,503625,1.8 C250 Avantgarde B.efficiency At
3049,503625,1.8 C250 Coupe Sport B.efficiency At
3050,503625,2.0 C300 Coupe 245cv
3051,503625,1.8 C200 Avantgarde B.efficiency At
3052,503625,1.8 C200 City Edition B.efficiency
3053,503625,1.8 C200 City Cgi B.efficiency
3054,503625,1.8 C200 Avantgarde Cgi B.efficiency
3055,503625,1.6 C180 Avantgarde At
3056,503625,1.8 C250 Style
3057,503625,1.8 C200 K Avantgarde
3058,503625,1.8 C250 Avantgardesport B.eff At
3059,503625,2.0 C250 Avantgarde 211cv At
3060,503625,1.8 C250 Avantgarde Sport At B.eff
3061,503625,1.8 C200 Kompressor Avantgarde Manual
3062,503625,2.0 C200 Avantgarde Fl At 204cv
3063,503625,2.0 C200 Elegance
3064,503625,1.8 C200 Cgi At Blueefficiency
3065,503625,1.8 C200 Cgi Mt Blueefficiency
3066,503625,2.1 C220 Avantgarde Cdi B.eff At
3067,503625,2.2 C220 Cdi Elegance At
3068,503625,3.0 C400 Amg-line 333cv
3069,503625,1.8 C200 Kompressor Avantgarde At
3070,503625,1.8 C250 Avant Edition B.eff At
3071,503625,2.0 C200 Kompressor Avantgarde
3072,503625,1.8 C200 City Edition B.eff At
3073,503625,2.0 C300 Coupe 258cv Cabrio
3074,503625,1.8 C200 Kompressor Manual
3075,503625,1.8 C250 Coupe City B.efficiency At
3076,503625,3.0 C280 Avantgarde At
3077,503625,2.2 C220 Classic
3078,503625,3.0 C400 Coupe Amg-line 333cv
3079,503625,6.3 C63 Amg 457cv
3080,503625,2.0 C200 Sportcoupe Kompre
3081,503625,2.2 C220 Cdi Classic
3082,503625,3.0 C350 Avantg Sport B.efficiency At
3083,503625,2.0 C200 Kompressor Sport Edition
3084,503625,3.2 C320 Elegance At
3085,503625,2.5 C250 D
3086,503625,2.0 C200 Kompressor Classic Plus
3087,503625,2.4 C240 Elegance At Te
3088,503625,4.0 Amg S Coupe 510cv
3089,503625,2.0 C200 Classic
3090,503625,2.3 C230 Kompressor Elegance At
3091,503625,2.4 C240 Elegance Plus Te At
3092,503625,2.6 C240 Elegance At
3093,503625,2.1 C220 Cdi Avantgarde At
3094,503625,2.0 C300 Coupe 258cv Sedan
3095,503625,3.5 C350 Elegance At
3096,503625,2.8 C280
3097,503625,4.0 Amg S 510cv
3098,503625,3.0 C280 Elegance At
3099,503625,6.3 C63 Amg Sedan 457cv
3100,503625,1.8 C250 Avant Edition B.eff At Ll17
3101,503625,2.2 C230 Sport
3102,503625,2.3 C230 Sportcoupe V6 Evolution
3103,503625,1.8 C200 K Avantgarde At
3104,503625,2.8 C280 Elegance
3105,503625,2.8 C280 Elegance Plus At
3106,503625,1.8 C200 Komp Avantgarde Plus At
3107,503625,2.2 C220 Cdi Elegance
3108,503625,2.7 C 270 Elegance Cdi At
3109,503625,2.2 C220 Sportcoupe Cdi
3110,503625,2.1 C220 Cdi Avantgarde At B.eff
3111,503625,1.8 C250 Coupe Cgi B.efficiency At
3112,503625,2.5 C250
3113,503625,2.3 C230 Kompressor Avantgarde Sport
3114,503625,2.3 C230 Sportcoupe V6 Evolution At
3115,503625,2.2 C220 Elegance
3116,503625,2.1 C220 Cdi Elegance At
3117,503625,2.3 C230 Elegance At V6
3118,503625,3.0 V6 C43 4matic 390 Cv
3119,503625,3.0 C43 Coupe 4matic 390 Cv
3120,503625,2.0 C200 Kompressor Classic
3121,503625,3.0 C350 Avantgarde Sport At
3122,503625,1.8 C200 Komp Avantgarde S/techo
3123,503625,3.2 C320 Avantgarde Sport
3124,503625,2.3 C230 Avantgarde Sport V6
3125,503625,1.8 C200 Kompressor Avantgarde Plus
3126,503625,1.6 C180 Avantgarde Mt
3127,503625,2.5 C250 Elegance Plus At Te
3128,503625,2.4 C240 Sport
3129,503625,2.8 C280 Elegance Plus At Te
3130,503625,2.3 C230 Sportcoupe Kompre. Evo. At
3131,503625,2.0 C300 Coupe 258cv Coupe
3132,503625,1.8 C180 Elegance
3133,503625,1.8 C180
3134,503625,2.2 C220 Cdi Elegance Te At
3135,503625,2.2 C220 Sportcoupe Cdi Plus
3136,503625,6.3 C63 Amg Coupe 457cv
3137,503625,2.0 C200 Kompressor Avantgarde 07
3138,503625,2.6 C240 Elegance Plus
3139,503625,1.8 C200 Kompressor Manual Techo
3140,503625,2.0 C200 Sport
3141,503625,3.2 C320 Cdi Elegance At
3142,503625,2.1 C220 Cdi Elegance At B.eff
3143,503625,2.2 C220 Cdi Sport
3144,503625,1.8 C250 Avantgarde Sport At
3145,503625,4.0 C63 S Coupe 510 Cv
3146,503625,2.5 C250 Elegance Plus At
3147,503625,2.2 C220 D Classic
3148,503625,2.2 C220 Cdi Classic Te
3149,503625,3.2 C320 Avantgarde At
3150,503625,3.0 C350 Avantgarde B.eff At Pan
3151,503625,3.0 C320cdi Avantgarde Sport At
3152,503625,2.3 C230 Sportcoupe Kompre. Evo.
3153,503625,2.2 C220 Cdi Avantgarde At
3154,503625,2.0 C200 Sportcoupe Kompre Evolution
3155,503625,2.0 C200 Komp Elegance At
3156,503625,5.5 C 55 Amg
3157,503625,2.4 C240 Sport Plus
3158,503625,2.3 C230 Sportcoupe V6 Sport Edit
3159,503625,2.5 C250 Elegance Plus
3160,503625,2.0 C200 Sportcoupe Kompre Sport Edit
3161,503625,2.2 C220 Cdi Elegance Te
3162,503625,2.3 C230 Elegance
3163,503625,2.3 C230 Sportcoupe V6 Sport Edit At
3164,503625,4.0 V8 C63 S 510 Cv
3165,503625,3.5 C350 Avantgarde Sport At
3166,503625,3.0 C320 Cdi Elegance At
3167,503625,3.2 C320 Elegance Te
3168,503625,2.2 C220 Sportcoupe Cdi Sport Edit
3169,503625,2.0 C200 Kompressor Avantgarde 08 At
3170,503625,1.8 C200 City Cgi B.efficiency At
3171,503625,2.3 C230 Elegance At
3172,503625,2.5 C250 Elegance Te
3173,503625,1.8 C250 Avantgardesport At Sin Ils
3174,503625,2.3 C230 Elegance Te Plus
3175,503625,3.5 C350 Avantgarde Sport
3176,503625,5.5 Cl55 Coupe Amg
3177,503625,2.3 C230 Sport Plus Kompressor
3178,503625,2.5 C250 Elegance At
3179,503625,2.3 C230 Elegance Te
3180,389483,1.4 Fire Evo 87cv
3181,389483,1.3 Fire
3182,389483,1.4 Fire Evo Pack Top 87cv
3183,389483,1.7 D
3184,389483,1.3 Gnc
3185,389483,1.7
3186,389483,1.3 D
3187,389483,1.3 Fire Aa
3188,389483,1.7 D Dh
3189,389483,1.3 D Pickup
3190,389483,1.6
3191,389483,1.7 D Working
3192,389483,1.3 Mpi
3193,389483,1.3 Fire Pack Aa
3194,389483,1.7 D Dh Working
3195,389483,1.3 Fire Pack
3196,9069,1.4 Sport 105cv
3197,9069,1.4 Cult 85cv
3198,9069,1.4 Lounge 105cv At
3199,9069,1.4 Abarth 595 165cv
3200,9069,1.4 Abarth 135cv
3201,9069,1.4 Sport 105cv Serie4
3202,9069,1.4 Lounge 105cv Serie4
3203,9069,1.4 Sport 105cv At
3204,9069,1.4 Abarth 595 160cv
3205,9069,1.4 Fire 90 Aniversario
3206,9069,1.4 Cult 85cv Serie4
3207,9069,1.4 Fire By Gucci
3208,9069,1.4 Edicion Limitada
3209,9069,1.4 Fire
3210,9069,1.3
3211,12098,1.6 X Pack Look
3212,12098,1.6 X Am71
3213,12098,1.6 X Pack Plus
3214,12098,1.6 Sx Hdi Am73
3215,12098,1.6 Am70
3216,12098,2.0 Exclusive Am71
3217,12098,2.0 Sx Am73
3218,12098,2.0 Sx
3219,12098,2.0 Hdi Exclusive
3220,12098,1.6 X
3221,12098,2.0 Vts
3222,12098,2.0 Exclusive Bva Am71
3223,12098,1.6 X Am70
3224,12098,2.0 Hdi Sx
3225,12098,1.6 Sedan X -
3226,12098,2.0 Sedan Sx -
3227,12098,2.0 Sedan Sx Am73
3228,12098,1.6 Sedan Sx Hdi Am73
3229,12098,2.0 I Sx
3230,12098,2.0 Sx Am71
3231,12098,2.0 Sedan X Am73
3232,12098,2.0 Exclusive
3233,12098,2.0 Sedan Sx Am71
3234,12098,1.6 Sedan X Am70
3235,12098,2.0 Exclusive Plus
3236,12098,1.6 Sedan Hdi Sx Am71
3237,12098,2.0 Hdi Sx Am71
3238,12098,2.0 Hdi Exclusive Am70
3239,12098,2.0 Bva Exclusive
3240,12098,2.0 Sedan Exclusive Bva Am73
3241,12098,2.0 I Vts
3242,12098,2.0 Exclusive Am70
3243,12098,2.0 Sedan Hdi Sx -
3244,12098,2.0 Sedan Exclusive
3245,12098,2.0 Sx Am70
3246,12098,1.6 Hdi Sx Am71
3247,12098,2.0 Sedan Hdi Sx Am70
3248,12098,2.0 Sedan Exclusive Plus
3249,12098,2.0 Hdi Sx Am70
3250,12098,2.0 Bva Exclusive Am70
3251,12098,2.0 Sedan X Pack Look Am73
