,model_ID,trim
0,63686,3.0 V6 Extreme
1,63686,3.0 V6 Cd Highline
2,63686,2.0 Cd Tdi 140cv 4x2 Startline
3,63686,2.0 Cd Tdi 180cv Comfortline
4,63686,2.0 Cd Tdi 180cv 4x4 Highline Pack At
5,63686,2.0 Cd Tdi 4x4 Highline Pack At C34
6,63686,2.0 Cd Tdi 180cv 4x2 Highline Pack At
7,63686,3.0 V6 Cd Comfortline
8,63686,2.0 Cd Tdi 140cv Trendline
9,63686,2.0 Cd Tdi 180cv 4x2 Trendline B33
10,63686,2.0 Cd Tdi 180cv Comfortline At
11,63686,3.0 V6 Extreme Black Style
12,63686,3.0 V6
13,63686,2.0 Cd Tdi 180cv 4x4 Highline Pack
14,63686,2.0 Cd Tdi 180cv 4x2 Highline Pack
15,63686,3.0 V6 Cd
16,63686,2.0 Cd Tdi 180cv 4x4 Highline C34
17,63686,2.0 Cd Tdi 140cv Trendline Llantas16
18,63686,2.0 Cd Tdi 180cv 4x2 Trendline
19,63686,2.0 Cd Tdi 180cv 4x2 Highline C33
20,63686,2.0 Cd Tdi 180cv 4x4 Trendline At
21,63686,2.0 Cd Tdi 180cv 4x2 Trendline At
22,63686,2.0 Cd Tdi 180cv 4x4 Trendline B34
23,63686,2.0 Cd Tdi 140cv 4x4 Startline
24,63686,2.0 Cd Tdi 4x4 Highline Pack C34
25,63686,2.0 Cd Tdi 163cv 4x4 Highline 1h0
26,63686,2.0 Cs Tdi 140cv 4x2 Startline
27,63686,2.0 Cd Tdi 4x2 Highline Pack At C34
28,63686,2.0 Cd Tdi 180cv Highline At
29,63686,2.0 Cd Tdi 180cv Comfortline 4x4
30,63686,2.0 Cd Tdi 4x2 Highline Pack C33
31,63686,2.0 Cd Tdi 180cv 4x4 Highline At
32,63686,2.0 Cd Tdi 4x4 Highline Cuero 1hc
33,63686,2.0 Cd Tdi 180cv 4x2 Startline A33
34,63686,2.0 Cd Tdi 163cv 4x2 Highline 1h2
35,63686,2.0 Cd Tdi 180cv Highline
36,63686,2.0 Cd Tdi 4x4 Highline Pack 1hp
37,63686,2.0 Cd Tdi 163cv 4x2 Trendline 1t2
38,63686,2.0 Cd Tdi 180cv 4x2 Dark Label
39,63686,2.0 Cd Tdi 180cv 4x4 Ultimate At
40,63686,2.0 Cs Tdi 140cv 4x4 Startline
41,63686,2.0 Cd Tdi 180cv 4x4 Dark Label
42,63686,2.0 Cd Tdi 180cv 4x2 Dark Label At
43,63686,2.0 Cd Tdi 163cv 4x4 Trendline 1t0
44,63686,2.0 Cd Tdi 180cv 4x4 Startline A34
45,63686,2.0 Cd Tdi 180cv 4x4 Trendline
46,63686,2.0 Cd Tdi 180cv 4x4 Dark Label At
47,63686,2.0 Cs Tdi 140cv Trendline 4x2
48,63686,2.0 Cs Tdi 140cv Trendline 4x4
49,63686,2.0 Cd Tdi 180cv 4x2 Ultimate At
50,63686,2.0 Cd Tdi 122cv 4x2 Startline S22
51,63686,2.0 Cd Tdi 180cv Comfortline At 4x4
52,63686,2.0 Cd Tdi 122cv 4x2 Startline St7
53,63686,2.0 Cd Tdi 163cv 4x2 Highline 2h2
54,63686,2.0 Cd Tdi 4x4 Highline Cuero Hc4
55,63686,2.0 Cd Tdi 163cv 4x2 Starline St3
56,63686,2.0 Cd Tdi 122cv 4x4 Startline S34
57,63686,2.0 Cd Tdi 163cv 4x4 Trendline Ll17
58,63686,2.0 Cd Tdi 180cv 4x2 Ultimate
59,63686,2.0 Cd Tdi 4x2 Highline Pack 1p2
60,63686,2.0 Cd Tdi 180cv 4x4 Black Package At
61,63686,2.0 Cd Tdi 163cv 4x2 Trendline 2t2
62,63686,2.0 Cd Tdi 180cv 4x4 Ultimate
63,63686,2.0 Cd Tdi 163cv 4x4 Highline 1h4
64,63686,2.0 Cd Tdi 180cv 4x4 Black Package
65,63686,2.0 Cd Tdi 163cv 4x4 Trendline 4t4
66,63686,2.0 Cd Tdi 163cv 4x4 Startline St5
67,63686,2.0 Cd Tdi 122cv 4x4 Startline St9
68,63686,2.0 Cd Tdi 4x2 Trendline + Rp Sensor
69,63686,2.0 Cd Tdi 4x2 Highline Pack 2
70,63686,2.0 Cd Tdi 4x2 Dark Label At Sensor
71,63686,2.0 Cd Tdi Trendline Llantas 16
72,63686,2.0 Cd Tdi 163cv 4x2 Startline S43
73,63686,2.0 Cd Tdi 4x2 Highline Cuero Hc2
74,63686,2.0 Cd Tdi 4x4 Highline Pack Hp4
75,63686,2.0 Cd Tdi 4x4 Trendline + Rp Sensor
76,63686,2.0 Cd Tdi 4x2 Highline Cuero Ch2
77,63686,2.0 Cd Tdi 4x4 Highline Pk Black Bhp
78,63686,2.0 Cd Tdi 163cv 4x4 Startline S45
79,63686,2.0 Cd Tdi 4x2 Highline Pack Zw1 C33
80,63686,2.0 Cd Tdi 4x2 Trendline Ll17 2t7
81,63686,2.0 Cd Tdi 4x2 Trendline Ll17 1t8
82,63686,2.0 Cd Tdi 4x4 Dark Label + Rp Sensor
83,63686,2.0 Cd Tdi 4x4 Highline Black Bh0
84,63686,2.0 Cd Tdi 4x4 Startline S/airbag St8
85,63686,2.0 Cd Tdi 4x4 Highline Pack Zw1 C34
86,63686,2.0 Cd Tdi 4x2 Trendline Ll17
87,63686,2.0 Cd Tdi 4x4 Trendline Llantas 17
88,63686,2.0 Cd Tdi 4x4 Trendline At Rp Sensor
89,63686,2.0 Cd Tdi 4x2 Trendline At Rp Sensor
90,63686,2.0 Cd Tdi 4x2 Startline S/airbag St6
91,63686,2.0 Cd Tdi 4x2 Dark Label + Rp Sensor
92,63686,2.0 Cd Tdi 4x2 Startline S/airbag S12
93,63686,2.0 Cs Tdi 4x2 Startline Pro.cre.auto
94,63686,2.0 Cd Tdi 4x4 Dark Label At Sensor
95,63686,2.0 Cd Tdi 4x4 Startline S/airbag S24
96,63686,2.0 Cs Tdi 140Cv Trendline
97,63613,2.8 Cd Srx 177cv 4x4 At
98,63613,2.8 Cd Srx 177cv 4x4
99,63613,2.8 Cd Srv 177cv 4x2
100,63613,2.8 Cd Srv 177cv 4x4
101,63613,2.4 Cd 150cv 4x2
102,63613,2.4 Cd Dx 150cv 4x2
103,63613,2.8 Cd Srv 177cv 4x4 At
104,63613,2.4 Cd Sr 150cv 4x2
105,63613,2.8 Cd Srx 177cv 4x2 At
106,63613,2.4 Cd Dx 150cv 4x4
107,63613,2.8 Cd Sr 177cv 4x4
108,63613,2.8 Cd Srv 177cv 4x2 At
109,63613,2.8 Cd Srv Pack 177cv 4x2
110,63613,2.5 Cd Dx Pack 120cv 4x2 - H3
111,63613,3.0 Cd Srv I 171cv 4x2
112,63613,3.0 D/cab 4x4 Srv Lim P/4
113,63613,3.0 Cd Srv I 171cv 4x4
114,63613,2.5 Cab Doble 4x2
115,63613,2.5 Cd Dx Pack I 120cv 4x4
116,63613,2.4 Cs Dx 150cv 4x2
117,63613,3.0 Cd Sr I 171cv 4x4
118,63613,3.0 I Srv Cab Doble 4x2 (2009)
119,63613,2.8 Cd Srx 177cv 4x2
120,63613,2.8 Cd Limited 177cv 4x4 At
121,63613,3.0 Cd Srv Cuero I 171cv 4x2
122,63613,2.8 D/cab 4x4 D Sr5
123,63613,2.4 Cs Dx 150cv 4x4
124,63613,3.0 I Sr Cab Doble 4x2 Doble Airbag
125,63613,3.0 D/cab 4x4 Srv Lim P/2
126,63613,2.5 Cd Dx Pack 120cv 4x4 - C3
127,63613,3.0 Cd Srv Cuero 4x4 5at - A4
128,63613,3.0 Cd Srv Cuero I 171cv 4x4 4at
129,63613,3.0 I Srv Cab Doble At 4x4 Cuero
130,63613,3.0 Cd Sr 171cv 4x2 - B3
131,63613,3.0 I Srv Cab Doble 4x4 Cuero
132,63613,3.0 Cd Sr I 171cv 4x2
133,63613,3.0 Cd Sr 171cv 4x4 - C3
134,63613,3.0 I Srv Cab Doble 4x4 (2009)
135,63613,2.8 D/cab 4x4 D Dlx
136,63613,3.0 D/cab 4x2 D Dx
137,63613,3.0 D/cab 4x4 Srv
138,63613,3.0 Cd Srv Cuero I 171cv 4x4
139,63613,3.0 Cd Srv 171cv 4x2 - B3
140,63613,2.8 Cd Limited 177cv 4x4
141,63613,2.5 Cd Dx Pack 120cv 4x2
142,63613,2.5 Cd Dx Pack I 120cv 4x2
143,63613,3.0 Cd Srv Cuero 171cv 4x2 - E4
144,63613,3.0 Cd Srv 171cv 4x4 - A3
145,63613,3.0 Cd Srv 171cv 4x2
146,63613,3.0 Cd Srv Cuero 171cv 4x4 - E4
147,63613,2.5 Dx Cab Doble 4x4 (2009)
148,63613,3.0 D/cab 4x2 D Srv
149,63613,2.5 Dx Cab Doble 4x2 (2009)
150,63613,2.5 Cd Dx Pack 120cv 4x4
151,63613,3.0 I Srv Cab Doble 4x2 Cuero
152,63613,2.8 S/cab 4x2 D
153,63613,3.0 Cd Srv Cuero 171cv 4x4 5at
154,63613,3.0 Cd Srv Cuero I 171cv 4x4 5at
155,63613,2.5 Dx Pack Cab Doble 4x4 (2009)
156,63613,2.5 Cs Dx I 120cv 4x2
157,63613,2.8 D/cab 4x2 D Dlx
158,63613,2.8 D/cab 4x2 D
159,63613,2.8 S/cab 4x4 D
160,63613,2.5 Dx Pack Cab Doble 4x2 (2009)
161,63613,2.5 Cs Dx Pack I 120cv 4x2
162,63613,3.0 D/cab 4x4 D Dx
163,63613,3.0 S/cab 4x2 D
164,63613,2.8 S/cab 4x4 D Sr5
165,63613,2.4 S/cab 4x2 D
166,63613,3.0 Cd Srv Cuero 171cv 4x2
167,63613,3.0 Cd Srv Limited 171cv 4x4 5at
168,63613,3.0 I Sr Cab Doble 4x4 Doble Airbag
169,63613,2.5 Dx Cab 4x4 (2009)
170,63613,2.5 Cs Dx Pack 120cv 4x4 - I3
171,63613,3.0 D/cab 4x4 Sr
172,63613,3.0 D/cab 4x4 D Sr
173,63613,2.8 D/cab 4x4 D
174,63613,3.0 Cd Srv 171cv 4x4
175,63613,3.0 Cd Srv Limited 171cv 4x4
176,63613,3.0 Cd Sr C/ab I 171cv 4x2
177,63613,2.5 Cd Dx Pack I 120cv 4x2 - H3
178,63613,2.5 Cover Cab Simple 4x4 Aberturas
179,63613,2.5 Cs Dx Pack 120cv 4x2 - D3
180,63613,2.5 Dx Cab Simple 4x4 (2009)
181,63613,2.4 D/cab 4x2 D
182,63613,3.0 Cd Sr C/ab 171cv 4x4
183,63613,3.0 Cd Srv Cuero 171cv 4x4
184,63613,3.0 I Sr Cab Doble 4x4 (2009)
185,63613,3.0 Cd Sr C/ab 171cv 4x4 - C3
186,63613,3.0 S/cab 4x4 D Dx
187,63613,2.5 Cs Dx Pack I 120cv 4x4
188,63613,2.5 Cs Dx I 120cv 4x4
189,63613,2.7 Cd Srv Vvti 4x2 - A3
190,63613,2.5 Cs Dx Pack 120cv 4x4
191,63613,2.5 Cover Cs Dx I 4x2 Ventanas
192,63613,3.0 D/cab 4x4 D Dx S/aa
193,63613,3.0 Cd Sr C/ab 171cv 4x2
194,63613,2.5 Cover Cab Simple 4x2 Aberturas
195,63613,2.8 S/cab 4x2 D Dlx
196,63613,2.7 S/cab 4x2 N Dx
197,63613,2.5 Dx Cab Simple 4x2 (2009)
198,63613,3.0 Cd Sr C/ab I 171cv 4x4
199,63613,2.5 Cd Dx Pack I 120cv 4x4 - C3
200,63613,3.0 Cd Srv Cuero I 171cv 4x2 - E4
201,63613,2.8 D/cab 4x4 D Sport E/lim
202,63613,2.7 Cd Srv Vvti 4x2 Cuero - B4
203,63613,2.5 Cover Cab Simple 4x2 Cerrada
204,63613,3.0 S/cab 4x2 D Aa
205,63613,2.5 Cover Cs Dx Pack I 4x2 Ventanas
206,63613,2.7 Cd Srv Vvti 4x4 Cuero - B4
207,63613,2.5 Cs Dx Pack 120cv 4x2
208,63613,3.0 Cd Srv I 171cv 4x4 - A3
209,63613,2.5 Cover Cab Simple 4x4 Cerrada
210,63613,2.5 Cover Cs Dx Pack 4x4 Cerrada
211,63613,3.0 Cd Srv Cuero I 4x4 5at - A4
212,63613,2.5 Cover Cs Dx I 120cv 4x4 Cerrada
213,63613,2.7 Cd Srv Vvti 4x2 Cuero
214,63613,2.5 Cover Cs Dx Pack I 4x2 Cerrada
215,63613,2.5 Cover Cs Dx Pack I 4x4 Cerrada
216,63613,3.0 Cd Srv I 171cv 4x2 - B3
217,63613,2.5 Cover Cs Dx I 120cv 4x2 Cerrada
218,63613,3.0 Cd Sr C/ab 171cv 4x2 - B3
219,63613,2.5 Cover Cs Dx Pack 4x2 Vent K3
220,63613,3.0 Cd Sr C/ab I 171cv 4x4 - C3
221,63613,2.7 D/cab 4x2 N Dx
222,63613,2.5 Cover Cs Dx I 4x4 Ventanas
223,63613,3.0 Cd Sr C/ab I 171cv 4x2 - B3
224,63613,2.7 Cd Srv Vvti 4x4 - A3
225,63613,2.7 Cd Srv Vvti 4x2
226,63613,2.5 Cover Cs Dx Pack I 4x4 Ventanas
227,63613,2.5 Cover Cs Dx Pack 4x2 Cerrada
228,63613,2.7 Cd Srv Vvti 4x4 Cuero
229,63613,2.5 Cover Cs Dx Pack 4x4 Vent M3
230,63613,2.4 S/cab 4x2 D S/dh
231,63613,2.5 Cs Dx Pack I 120cv 4x2 - D3
232,63613,2.5 Cover Cs Dx Pack 4x4 Ventanas
233,63613,3.0 Cd Srv Cuero I 171cv 4x4 - E4
234,63613,2.7 Cd Srv Vvti 4x4
235,63613,2.5 Cs Dx Pack I 120cv 4x4 - I3
236,63613,2.5 Cs Dx Chasis I 120cv 4x4 - A3
237,63613,2.5 Cover Cs Dx Pack I 4x2 Vent K3
238,63613,2.5 Cover Cs Dx Pack 4x2 Ventanas
239,63613,2.5 Cover Cs Dx Pack I 4x4 Vent M3
240,63613,2.5 Cs Dx Chasis 120cv 4x4 - A3
241,63613,4.0 V6 Gr-s Ii 4x4 6at
242,389468,1.6 Se 110cv 4x2
243,389468,1.6 Freestyle 110cv 4x2
244,389468,1.6 Titanium 110cv 4x2
245,389468,1.5 Se 123cv 4x2 Manual
246,389468,1.6 S 110cv 4x2
247,389468,1.5 Freestyle 123cv 4x2
248,389468,2.0 Titanium 143cv 4x2
249,389468,1.6 My10 Xls 4x2
250,389468,1.6 My10 Xl Plus Mp3 4x2
251,389468,1.5 Titanium 123cv 4x2 Manual
252,389468,1.6 Xls
253,389468,1.6 Xls Mp3 4x2
254,389468,2.0 Titanium Powershift 4x2 Dps6
255,389468,1.5 Se 123cv 4x2 Automática
256,389468,1.6 Xl Plus Mp3 4x2
257,389468,2.0 Se 143cv 4x2
258,389468,1.5 S 123cv 4x2
259,389468,1.5 Titanium 123cv 4x2 Automática
260,389468,2.0 Gdi Titanium 170cv 4x2
261,389468,2.0 My10 Xls 4x2
262,389468,1.6 Xl Plus
263,389468,1.5 Se Tdci 90cv 4x2
264,389468,1.6 My10 Xls Plus 4x2
265,389468,1.5 Se 123cv 4x2
266,389468,2.0 Freestyle 143 4x4
267,389468,2.0 Xls 4x2
268,389468,1.4 Tdci Xls
269,389468,2.0 My10 Xlt Plus 4x2
270,389468,1.6 Xls Gnc
271,389468,1.5 D Se 100cv 4x2
272,389468,1.6 Xl Plus Gnc
273,389468,2.0 Xlt
274,389468,2.0 Gdi Freestyle 170cv 4x4
275,389468,2.0 Xlt Plus 4x2
276,389468,1.4 Tdci Xls Mp3 4x2
277,389468,1.4 Tdci Xl Plus Mp3 4x2
278,389468,1.5 S Tdci 90cv 4x2
279,389468,1.4 Tdci Xl Plus
280,389468,2.0 Xlt Plus 4wd 4x4
281,389468,2.0 Xlt 4x4
282,389468,2.0 My10 Xlt Plus 4wd 4x4
283,389468,2.0 Gdi Se 170cv 4x2
284,389468,2.0 Titanium Powershift 143cv 4x2
285,389468,1.5 Freestyle 123cv 4x4
286,389468,1.6 My10 Xlt Plus 4x2
287,389468,2.0 Xlt Plus At 4x2
288,389468,1.6 My10 Freestyle 4x2
289,389468,1.4 My10 Tdci Xls 4x2
290,389468,2.0 Xlt 4x4 Plus
291,389468,1.6 Xlt
292,389468,1.6 Xls Seguridad
293,389468,1.6 My10 Xls 4x2 S/aa
294,389468,1.4 My10 Tdci Xl Plus 4x2
295,389468,2.0 My10 Xlt Plus At 4x2
296,389468,1.6 Xls Free Style
297,389468,2.0 Nightrunning 4x2
298,389468,2.0 My10 Xlt Plus 4wd 4x4 Sin Cuero
299,389468,2.0 Gdi 170cv 4x4 At
300,389468,2.0 Xlt At
301,389468,2.0 Xlt Plus
302,389468,2.0 Xls Plus At
303,389468,1.6 Xlt She
304,389468,1.6 Xlt He
305,389468,2.0 Xls
306,389468,1.5 Titanium 123Cv 4X2
307,9301,1.6 Feline
308,9301,1.6 Allure
309,9301,1.6 Feline Pack Cuir
310,9301,1.6 Gt Thp
311,9301,1.5 Allure Touchscreen
312,9301,1.5 Active
313,9301,1.6 Active
314,9301,1.6 Feline Tiptronic
315,9301,1.6 Allure Touchscreen
316,9301,1.6l Feline Tiptronic
317,9301,1.5 Allure
318,9301,1.6 Allure Nav Tiptronic
319,9301,1.6 Allure Tiptronic
320,9301,1.6 Like Pack
321,9301,1.6 Xy
322,9301,1.6 Gti
323,9301,1.2 Like
324,9301,1.6l Active Tiptronic
325,9301,1.6 Urban Tech
326,9301,1.5 Allure Smeg
327,9301,1.6l Active
328,9301,1.6l Allure Tiptronic
329,9301,1.6 Allure Plus Hdi
330,9301,1.6l Allure
331,9301,1.6l Style
332,9301,1.6l Style Tiptronic
333,9301,1.2 Gt
334,9301,1.6 In Concert
335,9301,1.2t Gt
336,9301,1.2 Gt Line
337,9301,1.6 Allure Smeg Tiptronic
338,9301,1.2t Gt Line
339,9301,1.6l Allure am23.5
340,9301,1.6l Allure Pack Tiptronic
341,9301,1.6 Road Trip
342,9301,1.6 Road Trip Tiptronic
343,9301,1.6l Active Pack
344,9301,1.6 Style Mt
345,9301,1.6 Active am23.5
346,9301,1.6l Feline Tiptronic am23.5
347,9301,1.6l Active Tiptronic am23.5
348,9301,1.6l Allure Pack
349,9301,1.6l Active Pack Tiptronic
350,9301,1.6 Style Tiptronic
351,9301,1.2 New Like
352,9301,1.6l Allure Tiptronic am23.5
353,67429,3.2 Cd Limited Tdci 200cv Automática
354,67429,3.2 Cd 4x4 Limited Tdci 200cv At
355,67429,2.2 Cd 4x2 Xl Safety Tdci 125cv
356,67429,3.2 Cd 4x2 Xlt Tdci 200cv
357,67429,2.2 Cd Xl Tdci 150cv 4x2
358,67429,3.0 Cd Xl Plus 4x2
359,67429,3.2 Cd Xls Tdci 200cv Manual 4x2
360,67429,3.2 Cd Xlt Tdci 200cv Automática 4x4
361,67429,3.2 Cd 4x4 Limited Tdci 200cv
362,67429,3.2 Cd Xlt Tdci 200cv Manual 4x2
363,67429,3.2 Cd 4x2 Xls Tdci 200cv
364,67429,2.2 Cd Xl Tdci 125cv 4x2
365,67429,3.2 Cd 4x4 Xlt Tdci 200cv
366,67429,3.2 Cd Xlt Tdci 200cv Manual 4x4
367,67429,3.0 Cd Xlt 4x2
368,67429,3.2 Cd Xlt Tdci 200cv Automática 4x2
369,67429,3.0 Cd Limited 4x4
370,67429,2.2 Cd 4x4 Xl Safety Tdci 125cv
371,67429,3.0 Cd Xl Plus 4x4
372,67429,3.2 Cd Limited Tdci 200cv Manual
373,67429,2.5 Cd Ivct Xlt 166cv
374,67429,3.2 Cd Xls Tdci 200cv Manual 4x4
375,67429,3.2 Cd 4x4 Xls Tdci 200cv
376,67429,2.5 Cd Ivct Xl 166cv
377,67429,3.2 Cd 4x4 Xlt Tdci 200cv At
378,67429,3.0 Cd Xl 4x2
379,67429,3.0 Cd Xlt 4x4
380,67429,3.2 Cd 4x2 Xlt At Tdci 200cv
381,67429,2.2 Cd Xl Tdci 150cv 4x4
382,67429,3.0 Cs Xl Plus 4x4
383,67429,3.2 Cd Xls Tdci 200cv Automática
384,67429,2.3 Cd Xl Plus 4x2
385,67429,2.8 Xl I Dc 4x2
386,67429,2.2 Cs 4x2 Xl Safety Tdci 125cv
387,67429,2.5 Cd 4x2 Xl Safety Ivct 166cv
388,67429,2.8 Xl I Dc 4x2 Plus L04
389,67429,3.2 Cd 4x2 Xls At Tdci 200cv
390,67429,3.0 Cd Xl Plus Mp3+4x2
391,67429,2.2 Cd 4x2 Xl Tdci 125cv
392,67429,3.0 Cd Superduty 4x4
393,67429,3.0 Cs Xl Plus 4x2
394,67429,2.5 Cd 4x2 Xl Ivct 166cv
395,67429,2.2 Cs Xl Tdci 150cv 4x4
396,67429,Black Edition Cabina Doble 4x4 Diesel At
397,67429,3.2 Cd 4x4 Xls Tdci 200cv Manual
398,67429,2.8 Xlt I Dc 4x2
399,67429,2.2 Cs 4x4 Xl Safety Tdci 125cv
400,67429,2.2 Cd Xl Tdci 125cv 4x4
401,67429,3.0 Xlt I Dc 4x2
402,67429,2.2 Cs Xl Tdci 150cv 4x2
403,67429,3.0 Cd Xl Mp3+4x2
404,67429,3.0 Cd Xls 4x2
405,67429,2.8 Xl I Dc 4x4 Plus L04
406,67429,2.8 Xlt I Dc 4x4 Lim.
407,67429,2.8 Xlt I Dc 4x4
408,67429,3.0 Xlt I Dc 4x4
409,67429,3.0 Xl I Dc 4x2 Plus
410,67429,3.0 Cd Xls Mp3 4x2
411,67429,2.5 Cs Ivct Xl 166cv
412,67429,3.0 Cs F-truck 4x2
413,67429,2.5 Xlt I Dc 4x4
414,67429,2.2 Cs Xl Tdci 125cv 4x2
415,67429,3.0 Xl I Dc 4x4 Plus
416,67429,3.0 Cd Xl Plus Mp3+4x4
417,67429,3.0 Xlt I Dc 4x4 Lim.
418,67429,2.2 Cd Xl Tdci 125cv
419,67429,2.2 Cs 4x2 Xl Tdci 125cv
420,67429,2.5 Xl Dc 4x2
421,67429,2.8 Xls I Dc 4x2
422,67429,2.5 Xlt I Dc 4x2
423,67429,3.0 Xls I Dc 4x2
424,67429,2.5 Xl I Dc 4x2
425,67429,2.5 Cs 4x2 Xl Ivct 166cv
426,67429,3.2 Cd Xlt Tdci 200cv Automática
427,67429,2.5 Cs Ivct Xlt 166cv
428,67429,2.5 Cs 4x2 Xl Safety Ivct 166cv
429,67429,2.8 Xl I Dc 4x4 Plus
430,67429,2.3 Cs F-truck 4x2
431,67429,2.8 Xl I Dc 4x2 L04
432,67429,2.5 Xl Sc 4x2
433,67429,2.8 Xlt I Dc 4x4 Lim.l04
434,67429,2.2 Cs Xl Tdci 125cv 4x4
435,67429,2.5 Xl I Dc 4x2 Plus
436,67429,2.5 Xl I Dc 4x4
437,67429,2.5 Xlt Tdi Dc 4x2
438,67429,2.8 Cd Xl 4x2
439,67429,3.2 Cd 4x4 Limited Ci
440,67429,2.8 Xl I Sc 4x4 Plus L04
441,67429,2.8 Xl I Sc 4x2 Plus
442,67429,3.2 Cd Limited Tdci 200cv
443,67429,3.0 Xl I Sc 4x2 Plus
444,67429,2.8 Xl I Sc 4x2 Truck
445,67429,2.8 Xl I Dc 4x2 Plus
446,67429,4.0 Xlt V6 Sc 4x4
447,67429,3.2 Cd 4x4 Xls Tdci 200cv Automática
448,67429,2.8 Xl I Sc 4x2 Plus L04
449,67429,2.5 Xl I Sc 4x2
450,67429,2.8 Xl I Dc 4x4
451,67429,3.0 Xl I Sc 4x2 Truck
452,67429,2.8 Xl I Sc 4x2
453,67429,3.0 Xl I Dc 4x2
454,67429,2.5 Xl I Sc 4x4
455,67429,2.8 Cd Xl Plus 4x2
456,67429,3.2 Cd 4x4 Xlt Tdci 200cv Chile
457,67429,2.5 Xl I Dc 4x4 Plus
458,67429,2.5 Xlt I Sc 4x2
459,67429,2.3 Xl Sc 4x2 F-truck
460,67429,2.8 Cd Xlt 4x4
461,67429,2.8 Cd Xlt 4x2
462,67429,2.8 Cs Xl Plus 4x4
463,67429,3.2 Cd 4x2 Xlt Tdci 200cv Chile
464,67429,2.3 Xl Dc 4x2 Plus
465,67429,2.8 Cd Xl Plus 4x4
466,67429,2.5 Xl I Sc 4x2 Plus
467,67429,2.2 Cs 4x2 Xl Safety Ci
468,67429,2.5 Xl I Sc 4x2 Truck
469,67429,4.0 Xlt V6 Space Cab 4x2
470,67429,2.5 Cd 4x4 Xlt Ivct 166cv Mexico
471,67429,2.8 Cs F-truck 4x2
472,67429,2.5 Cd 4x2 Xlt Ivct 166cv Uruguay
473,67429,4.0 Xlt V6 Sc 4x2
474,67429,2.8 Xl I Sc 4x4
475,67429,2.8 Cs Xl Plus 4x2
476,67429,2.5 Xl Tdi Dc 4x4
477,67429,2.5 Xlt I Sc 4x4
478,67429,2.3 Cd F-truck 4x2
479,67429,4.0 Xlt V6 Space Cab 4x4
480,67429,2.5 Xlt I Dc 4x4 Lim.
481,67429,2.3 Xl Dc 4x2 Gnc
482,67429,2.3 Xl Sc 4x2 Gnc
483,67429,2.5 Xl Tdi Dc 4x2
484,67429,2.8 Cd Xls 4x2
485,67429,2.3 Xl Sc 4x4
486,67429,3.2 Cd 4x2 Xl Tdci 200cv Chile
487,67429,4.0 Xlt V6 Dc 4x4
488,67429,2.5 Cd 4x2 Limited Ivct 166cv Chile
489,67429,2.3 Xl Sc 4x2 Aa
490,67429,2.2 Cs Xl Tdci 125cv
491,67429,3.0 Cd Limited 4x4 Hardrive
492,67429,2.5 Xl Tdi Sc 4x2
493,67429,2.2 Cs 4x4 Xl Safety Ci
494,67429,2.8 Xl I Sc 4x4 Plus
495,67429,2.8 Xl I Sc 4x2 Truck L04
496,67429,3.2 Cd Xls Tdci 200cv Manual
497,67429,3.0 Xl I Sc 4x4 Plus
498,67429,2.5 Xlt Tdi Sc 4x2
499,67429,2.5 Xl Tdi Sc 4x2 Plus
500,67429,2.5 Xl I Sc 4x4 Plus
501,67429,2.5 Xlt Tdi Dc 4x4
502,67429,2.5 Xlt Mpi Sc 4x4
503,67429,2.3 Cs Xl Plus 4x2
504,67429,2.3 Cd Xlt 4x2
505,67429,2.5 Xl Tdi Sc 4x4
506,67429,2.5 Xlt Tdi Sc 4x4
507,67429,3.2 Cd Xlt Tdci 200cv Manual
508,67429,4.0 Xlt V6 Dc 4x2
509,67429,2.5 Xl Tdi Dc 4x4 Plus
510,67429,2.5 Xl Tdi Dc 4x2 Plus
511,67429,2.5 Xlt Mpi Sc 4x2
512,67429,2.5 Cs 4x4 Xl Ivct 166cv Mexico
513,67429,3.2 Cd Xls Tdci 200Cv
514,67429,2.2 Cd Xl Tdci 150Cv
515,67429,2.2 Cs Xl Tdci 150Cv
516,67429,3.2 Cd Xlt Tdci 200cv
517,60334,1.8 Xei Cvt 140cv
518,60334,1.8 Se-g Cvt 140cv
519,60334,1.8 Xei Cvt Pack 140cv
520,60334,1.8 Xei Mt 140cv
521,60334,1.8 Hev Seg Ecvt
522,60334,1.8 Xli Cvt 140cv
523,60334,1.8 Xei Mt
524,60334,1.8 Xli Mt 140cv
525,60334,1.8 Xei
526,60334,2.0 Seg Cvt 140cv
527,60334,1.8 Xei Mt 136cv
528,60334,1.8 Xei Mt Pack 140cv
529,60334,1.8 Xli Mt 136cv
530,60334,1.8 Se-g At
531,60334,1.8 Xli
532,60334,1.8 Se-g At 136cv
533,60334,1.8 Se-g
534,60334,1.8 Xei At
535,60334,1.8 Xei Mt Pack
536,60334,1.8 Xli Mt
537,60334,1.8 Xei Mt Pack 136cv
538,60334,1.8 Xei At Pack
539,60334,1.8 Xei At Pack 136cv
540,60334,1.8 Xrs 136cv
541,60334,1.8 Xei At 136cv
542,60334,1.8 Se-g Mt 136cv
543,60334,1.8 Xei Pack
544,60334,2.0 D Terra
545,60334,1.6 Gli
546,60334,1.8 Se-g Mt 140cv
547,60334,1.8 Xei At 4 p
548,60334,1.8 Xei At 5 p
549,60334,1.6 Dx
550,60334,1.6 Gli At
551,60334,1.6 Xli
