marca,modelo,version,motor,nafta,precio,moneda,anio,kms,awd,manual,id ml,link
volkswagen,golf,2.0 Gti Tsi,1395 cc,1,31000,USD,2017,81000 km,0,0,MLA1378970236,https://auto.mercadolibre.com.ar/MLA-1378970236-volkswagen-golf-gti-20t-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,19999,USD,2017,90000 km,0,0,MLA1411069868,https://auto.mercadolibre.com.ar/MLA-1411069868-volkswagen-golf-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,9500000,ARS,2017,86000 km,0,0,MLA1429294274,https://auto.mercadolibre.com.ar/MLA-1429294274-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,2.0 Gti Tsi App Connect + Cuero,2 L,1,31500,USD,2017,71000 km,0,0,MLA1372361355,https://auto.mercadolibre.com.ar/MLA-1372361355-volkswagen-golf-2017-20-gti-tsi-app-connect-cuero-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,23900,USD,2017,37000 km,0,0,MLA1431836190,https://auto.mercadolibre.com.ar/MLA-1431836190-volkswagen-golf-highline-2017-36000kms-autopremium-_JM
volkswagen,golf,1.4 Comfortline Tsi Dsg,1.4 L,1,16900,USD,2017,81500 km,0,0,MLA1430453048,https://auto.mercadolibre.com.ar/MLA-1430453048-volkswagen-golf-14l-tsi-bluemotion-technology-at-ano-2017-_JM
volkswagen,golf,1.4 Comfortline Tsi Dsg,1395 cc,1,16500,USD,2017,83000 km,0,0,MLA1369014104,https://auto.mercadolibre.com.ar/MLA-1369014104-volkswagen-golf-2017-14-comfortline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1.4 L,1,20000,USD,2017,115000 km,0,0,MLA1427395068,https://auto.mercadolibre.com.ar/MLA-1427395068-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,21500,USD,2017,68000 km,0,0,MLA1426966592,https://auto.mercadolibre.com.ar/MLA-1426966592-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,16900,USD,2017,117000 km,0,0,MLA1370833435,https://auto.mercadolibre.com.ar/MLA-1370833435-volkswagen-golf-14-tsi-highline-dsg-2017-_JM
volkswagen,golf,2.0 Gti Tsi App Connect,2 L,1,31000,USD,2017,55000 km,0,0,MLA1373964729,https://auto.mercadolibre.com.ar/MLA-1373964729-volkswagen-golf-2017-20-gti-tsi-app-connect-_JM
volkswagen,golf,2.0 Gti Tsi App Connect + Cuero,1395 cc,1,34000,USD,2017,55000 km,0,0,MLA1425490082,https://auto.mercadolibre.com.ar/MLA-1425490082-volkswagen-golf-gti-20-tsi-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1.4 L,1,23500,USD,2017,50000 km,0,0,MLA1418824202,https://auto.mercadolibre.com.ar/MLA-1418824202-volkswagen-golf-2017-highline-50000-km-unico-dueno-impecable-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1.4 L,1,22000,USD,2017,70000 km,0,0,MLA1433762690,https://auto.mercadolibre.com.ar/MLA-1433762690-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Comfortline Tsi,1395 cc,1,17800,USD,2017,95000 km,0,1,MLA1423626996,https://auto.mercadolibre.com.ar/MLA-1423626996-volkswagen-golf-viii-14-tsi-comfortline-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,25000,USD,2017,60000 km,0,0,MLA1373684835,https://auto.mercadolibre.com.ar/MLA-1373684835-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Comfortline Tsi Dsg,1.4 L,1,7500000,ARS,2017,92000 km,0,0,MLA1436754046,https://auto.mercadolibre.com.ar/MLA-1436754046-volkswagen-golf-2017-14-comfortline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1395 cc,1,22400,USD,2017,67000 km,0,0,MLA1401869614,https://auto.mercadolibre.com.ar/MLA-1401869614-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
volkswagen,golf,1.4 Highline Tsi Dsg,1.4 L,1,21000,USD,2017,61000 km,0,0,MLA1371796445,https://auto.mercadolibre.com.ar/MLA-1371796445-volkswagen-golf-2017-14-highline-tsi-dsg-_JM
